brand_id,worker_id,post_hash,answer,t_id,hidden_beta,hidden_rho,hidden_z,hidden_theta
1,w0,121,0,121,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,122,0,122,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,123,1,123,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,124,0,124,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,125,1,125,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,126,1,126,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,127,0,127,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,128,1,128,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,129,1,129,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,130,1,130,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,131,0,131,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,132,1,132,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,133,0,133,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,134,1,134,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,135,1,135,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,136,0,136,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,137,0,137,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,138,0,138,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,139,0,139,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,140,0,140,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,141,1,141,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,142,1,142,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,143,1,143,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,144,1,144,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,145,1,145,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,146,1,146,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,147,1,147,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,148,0,148,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,149,1,149,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,150,0,150,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,151,0,151,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,152,0,152,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,153,1,153,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,154,1,154,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,155,1,155,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,156,0,156,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,157,1,157,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,158,1,158,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,159,1,159,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,160,0,160,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,161,0,161,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,162,1,162,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,163,0,163,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,164,1,164,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,165,1,165,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,166,0,166,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,167,1,167,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,168,0,168,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,169,0,169,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,170,1,170,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,171,0,171,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,172,0,172,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,173,1,173,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,174,0,174,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,175,1,175,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,176,1,176,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,177,0,177,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,178,0,178,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,179,0,179,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,180,0,180,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,181,1,181,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,182,0,182,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,183,0,183,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,184,0,184,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,185,0,185,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,186,1,186,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,187,0,187,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,188,0,188,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,189,0,189,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,190,0,190,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,191,1,191,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,192,0,192,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,193,1,193,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,194,0,194,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,195,0,195,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,196,0,196,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,197,1,197,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,198,0,198,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,199,1,199,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,200,1,200,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,201,0,201,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,202,1,202,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,203,1,203,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,204,1,204,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,205,0,205,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,206,1,206,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,207,1,207,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,208,0,208,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,209,1,209,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,210,0,210,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,211,0,211,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,212,0,212,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,213,0,213,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,214,0,214,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,215,0,215,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,216,0,216,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,217,0,217,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,218,0,218,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,219,1,219,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,220,0,220,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,221,1,221,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,222,0,222,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,223,0,223,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,224,0,224,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,225,1,225,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,226,1,226,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,227,0,227,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,228,1,228,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,229,0,229,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,230,1,230,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,231,0,231,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,232,0,232,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,233,1,233,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,234,1,234,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,235,1,235,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,236,0,236,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,237,0,237,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,238,0,238,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,239,0,239,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,240,1,240,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,241,0,241,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,242,0,242,1.0,0.6044456007720056,0,0.5074457144539714
1,w0,243,0,243,1.0,0.6044456007720056,1,0.5074457144539714
1,w0,244,0,244,1.0,0.6044456007720056,1,0.5074457144539714
1,w1,121,1,121,1.0,0.6044456007720056,1,0.9071968092883235
1,w1,122,1,122,1.0,0.6044456007720056,0,0.9069473435375267
1,w1,123,0,123,1.0,0.6044456007720056,0,0.9066929504305687
1,w1,124,0,124,1.0,0.6044456007720056,0,0.9064335361160721
1,w1,125,1,125,1.0,0.6044456007720056,1,0.9061690051378962
1,w1,126,0,126,1.0,0.6044456007720056,0,0.9058992604175111
1,w1,127,1,127,1.0,0.6044456007720056,1,0.9056242032367436
1,w1,128,1,128,1.0,0.6044456007720056,1,0.9053437332209339
1,w1,129,1,129,1.0,0.6044456007720056,1,0.9050577483225494
1,w1,130,0,130,1.0,0.6044456007720056,0,0.9047661448052982
1,w1,131,0,131,1.0,0.6044456007720056,1,0.9044688172287889
1,w1,132,1,132,1.0,0.6044456007720056,1,0.9041656584337906
1,w1,133,1,133,1.0,0.6044456007720056,1,0.9038565595281394
1,w1,134,1,134,1.0,0.6044456007720056,1,0.9035414098733511
1,w1,135,1,135,1.0,0.6044456007720056,1,0.9032200970719941
1,w1,136,1,136,1.0,0.6044456007720056,1,0.9028925069558846
