brand_id,worker_id,post_hash,answer,t_id,hidden_beta,hidden_rho,hidden_z,hidden_theta
3,w0,375,1,375,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,376,1,376,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,377,0,377,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,378,0,378,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,379,0,379,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,380,0,380,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,381,1,381,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,382,1,382,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,383,0,383,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,384,1,384,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,385,0,385,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,386,1,386,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,387,1,387,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,388,0,388,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,389,0,389,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,390,0,390,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,391,1,391,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,392,0,392,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,393,1,393,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,394,1,394,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,395,0,395,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,396,1,396,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,397,0,397,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,398,1,398,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,399,0,399,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,400,0,400,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,401,0,401,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,402,0,402,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,403,0,403,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,404,1,404,1.0,0.44110399843622905,1,0.9210663193538388
3,w0,405,1,405,1.0,0.44110399843622905,0,0.9210663193538388
3,w0,406,1,406,1.0,0.44110399843622905,1,0.9210663193538388
