brand_id,worker_id,post_hash,answer,t_id,hidden_beta,hidden_rho,hidden_z,hidden_theta
0,w0,0,1,0,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,1,1,1,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,2,0,2,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,3,0,3,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,4,0,4,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,5,0,5,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,6,1,6,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,7,0,7,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,8,1,8,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,9,1,9,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,10,1,10,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,11,1,11,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,12,1,12,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,13,0,13,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,14,0,14,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,15,0,15,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,16,0,16,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,17,1,17,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,18,1,18,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,19,0,19,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,20,0,20,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,21,0,21,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,22,1,22,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,23,0,23,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,24,1,24,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,25,1,25,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,26,1,26,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,27,1,27,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,28,0,28,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,29,1,29,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,30,0,30,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,31,1,31,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,32,0,32,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,33,0,33,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,34,0,34,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,35,0,35,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,36,1,36,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,37,0,37,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,38,1,38,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,39,1,39,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,40,1,40,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,41,0,41,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,42,1,42,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,43,1,43,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,44,0,44,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,45,1,45,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,46,0,46,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,47,0,47,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,48,1,48,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,49,1,49,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,50,1,50,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,51,1,51,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,52,0,52,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,53,1,53,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,54,1,54,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,55,0,55,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,56,0,56,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,57,0,57,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,58,0,58,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,59,0,59,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,60,0,60,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,61,0,61,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,62,1,62,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,63,1,63,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,64,0,64,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,65,0,65,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,66,1,66,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,67,0,67,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,68,0,68,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,69,1,69,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,70,1,70,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,71,1,71,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,72,0,72,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,73,1,73,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,74,1,74,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,75,0,75,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,76,0,76,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,77,0,77,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,78,0,78,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,79,1,79,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,80,0,80,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,81,0,81,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,82,1,82,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,83,0,83,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,84,1,84,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,85,0,85,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,86,0,86,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,87,1,87,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,88,0,88,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,89,0,89,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,90,0,90,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,91,0,91,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,92,1,92,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,93,1,93,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,94,0,94,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,95,0,95,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,96,1,96,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,97,1,97,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,98,1,98,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,99,1,99,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,100,1,100,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,101,1,101,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,102,1,102,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,103,1,103,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,104,0,104,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,105,0,105,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,106,0,106,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,107,1,107,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,108,1,108,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,109,0,109,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,110,0,110,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,111,0,111,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,112,0,112,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,113,1,113,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,114,1,114,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,115,1,115,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,116,0,116,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,117,1,117,1.0,0.5052180512396524,1,0.5074457144539714
0,w0,118,0,118,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,119,1,119,1.0,0.5052180512396524,0,0.5074457144539714
0,w0,120,1,120,1.0,0.5052180512396524,0,0.5074457144539714
0,w1,0,0,0,1.0,0.5052180512396524,0,0.9185426563709523
0,w1,1,0,1,1.0,0.5052180512396524,0,0.918520140809649
0,w1,2,1,2,1.0,0.5052180512396524,0,0.9184971708343581
0,w1,3,1,3,1.0,0.5052180512396524,1,0.9184737372839799
0,w1,4,0,4,1.0,0.5052180512396524,1,0.9184498308131771
0,w1,5,0,5,1.0,0.5052180512396524,0,0.918425441888693
0,w1,6,1,6,1.0,0.5052180512396524,1,0.9184005607855918
0,w1,7,1,7,1.0,0.5052180512396524,1,0.9183751775834308
0,w1,8,1,8,1.0,0.5052180512396524,1,0.918349282162353
0,w1,9,1,9,1.0,0.5052180512396524,1,0.9183228641991048
0,w1,10,1,10,1.0,0.5052180512396524,0,0.9182959131629751
0,w1,11,1,11,1.0,0.5052180512396524,1,0.9182684183116543
0,w1,12,1,12,1.0,0.5052180512396524,0,0.9182403686870122
0,w1,13,1,13,1.0,0.5052180512396524,0,0.9182117531107941
0,w1,14,0,14,1.0,0.5052180512396524,0,0.9181825601802303
0,w1,15,1,15,1.0,0.5052180512396524,1,0.9181527782635619
