brand_id,worker_id,post_hash,answer,t_id,hidden_beta,hidden_rho,hidden_z,hidden_theta
2,w0,245,1,245,1.0,0.3829043508801973,0,0.5074457144539714
2,w0,246,1,246,1.0,0.3829043508801973,0,0.5074457144539714
2,w0,247,1,247,1.0,0.3829043508801973,1,0.5074457144539714
2,w0,248,1,248,1.0,0.3829043508801973,0,0.5074457144539714
2,w0,249,1,249,1.0,0.3829043508801973,0,0.5074457144539714
2,w0,250,1,250,1.0,0.3829043508801973,0,0.5074457144539714
2,w0,251,1,251,1.0,0.3829043508801973,1,0.9210663193538388
2,w0,252,1,252,1.0,0.3829043508801973,1,0.9210663193538388
2,w0,253,0,253,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,254,1,254,1.0,0.3829043508801973,1,0.9210663193538388
2,w0,255,0,255,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,256,0,256,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,257,1,257,1.0,0.3829043508801973,1,0.9210663193538388
2,w0,258,0,258,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,259,1,259,1.0,0.3829043508801973,1,0.9210663193538388
2,w0,260,0,260,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,261,0,261,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,262,0,262,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,263,0,263,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,264,0,264,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,265,0,265,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,266,0,266,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,267,1,267,1.0,0.3829043508801973,1,0.9210663193538388
2,w0,268,0,268,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,269,0,269,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,270,0,270,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,271,1,271,1.0,0.3829043508801973,1,0.9210663193538388
2,w0,272,1,272,1.0,0.3829043508801973,1,0.9210663193538388
2,w0,273,0,273,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,274,0,274,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,275,0,275,1.0,0.3829043508801973,0,0.9210663193538388
2,w0,276,0,276,1.0,0.3829043508801973,0,0.9210663193538388
